"","DBN","School Name","Year","NumTested","MeanScaleScore","Level1p","Level2p","Level3p","Level4p","Level34p","LocationName","NumStudents","NumSchools","SchoolsInBuilding","MajorN","OthN","NoCrimN","PropN","VioN","GroupNameOfPop","BuildingPop","AvgMajor","AvgOth","AvgNoCrim","AvgPop","AvgVio","BoroughName","Postcode","Latitude","Longitude","CommunityBoard","CouncilDistrict","Census Tract.x","BIN.x","BBL.x","NTA","GroupNameofPop.y","BuildingPopulation.y","BIN.y","BBL.y","totCrime"
"616","18K581","EAST FLATBUSH COMMUNITY RESEARCH SCHOOL",2014,222,278,"60.8","32.4","6.3","0.5","6.8","East Flatbush Community Research School",241,3,"East Flatbush Community Research School |  Arts & Media Preparatory Academy |  Middle School of Marketing and Legal Studies |  905 WINTHROP STREET CONSOLIDATED LOCATION",2,15,4,6,6,"2C","1-250","0.52","1.71","2.49","1.16","0.75","BROOKLYN",11203,40.65843,-73.929076,17,41,880,3099733,3046060025,"Prospect Lefferts Gardens-Wingate","5C","751-1000",3099733,3046060025,33
"617","18K588","MIDDLE SCHOOL FOR ART AND PHILOSOPHY",2014,305,279,"55.7","35.1","7.9","1.3","9.2","Middle School for Art and Philosophy",330,2,"Middle School for Art and Philosophy|Kings Collegiate Charter School|1084 LENOX ROAD CONSOLIDATED LOCATION",2,0,0,0,2,"3C","251-500","0.35","1.06","1.09","0.73","0.5","BROOKLYN",11212,40.658295,-73.920109,17,41,886,3101840,3046690037,"Rugby-Remsen Village","3C","251-500",3101840,3046690037,4
"618","18K598","MIDDLE SCHOOL OF MARKETING AND LEGAL STUDIES",2014,274,276,"63.9","30.7","5.1","0.4","5.5","Middle School of Marketing and Legal Studies",312,3,"East Flatbush Community Research School |  Arts & Media Preparatory Academy |  Middle School of Marketing and Legal Studies |  905 WINTHROP STREET CONSOLIDATED LOCATION",2,15,4,6,6,"3C","251-500","0.52","1.71","2.49","1.16","0.75","BROOKLYN",11203,40.65843,-73.929076,17,41,880,3099733,3046060025,"Prospect Lefferts Gardens-Wingate","5C","751-1000",3099733,3046060025,33
"619","19K007","P.S. 007 ABRAHAM LINCOLN",2014,465,289,"43.4","35.9","15.3","5.4","20.6","P.S. 007 Abraham Lincoln",1073,1,"P.S. 007 Abraham Lincoln",0,1,0,0,0,"6C","1001-1250","0.56","2.4","3.56","1.36","1.05","BROOKLYN",11208,40.689697,-73.873109,5,37,118201,3090998,3041060039,"Cypress Hills-City Line",NA,NA,NA,NA,1
"620","19K013","P.S. 013 ROBERTO CLEMENTE",2014,207,283,"51.2","30","15","3.9","18.8","P.S. 013 Roberto Clemente",494,2,"P.S. 013 Roberto Clemente| Achievement First East New York Charter School| 557 PENNSYLVANIA AVENUE CONDOLIDATED LOCATION",0,1,4,0,1,"3C","251-500","0.35","1.06","1.09","0.73","0.5","BROOKLYN",11207,40.663673,-73.893754,5,42,1126,3085070,3038230001,"East New York (Pennsylvania Ave)","3C","251-500",3085070,3038230001,6
"621","19K065","P.S. 065",2014,314,304,"30.3","30.9","23.9","15","38.9","P.S. 065",644,1,"P.S. 065",0,0,0,0,0,"4C","501-750","0.33","1.32","1.76","0.83","0.59","BROOKLYN",11208,40.687145,-73.878547,5,37,117601,3397004,3041020019,"Cypress Hills-City Line",NA,NA,NA,NA,0
"622","19K089","P.S. 089 CYPRESS HILLS",2014,279,286,"52.3","34.4","11.8","1.4","13.3","P.S. 089 Cypress Hills",446,1,"P.S. 089 Cypress Hills",0,0,0,0,0,"3C","251-500","0.35","1.06","1.09","0.73","0.5","BROOKLYN",11207,40.677697,-73.886936,5,37,1170,3397079,3039520047,"East New York",NA,NA,NA,NA,0
"623","19K108","P.S. 108 SAL ABBRACCIAMENTO",2014,389,310,"19.8","33.9","31.4","14.9","46.3","P.S. 108 Sal Abbracciamento",891,1,"P.S. 108 Sal Abbracciamento",0,0,3,0,0,"5C","751-1000","0.52","1.71","2.49","1.16","0.75","BROOKLYN",11208,40.681268,-73.884063,5,37,117202,3087131,3039260045,"Cypress Hills-City Line",NA,NA,NA,NA,3
"624","19K149","P.S. 149 DANNY KAYE",2014,324,290,"45.1","34.6","16","4.3","20.4","P.S. 149 Danny Kaye",739,1,"P.S. 149 Danny Kaye",0,1,1,0,1,"4C","501-750","0.33","1.32","1.76","0.83","0.59","BROOKLYN",11207,40.669719,-73.892822,5,42,1158,3084348,3037740016,"East New York (Pennsylvania Ave)",NA,NA,NA,NA,3
"625","19K158","P.S. 158 WARWICK",2014,250,283,"51.2","34.8","11.6","2.4","14","P.S. 158 Warwick",552,1,"P.S. 158 Warwick",0,1,0,1,0,"4C","501-750","0.33","1.32","1.76","0.83","0.59","BROOKLYN",11207,40.672579,-73.884803,5,37,1150,3089176,3040150001,"East New York",NA,NA,NA,NA,2
"626","19K159","P.S. 159 ISAAC PITKIN",2014,398,294,"44","25.9","16.6","13.6","30.2","P.S. 159 Isaac Pitkin",854,1,"P.S. 159 Isaac Pitkin",1,0,0,1,0,"5C","751-1000","0.52","1.71","2.49","1.16","0.75","BROOKLYN",11208,40.675766,-73.869469,5,42,1200,3094735,3042160001,"East New York",NA,NA,NA,NA,2
"627","19K166","J.H.S. 166 GEORGE GERSHWIN",2014,206,265,"80.6","18.4","1","0","1","J.H.S. 166 George Gershwin",234,2,"J.H.S. 166 George Gershwin |  Van Siclen Community Middle School |  800 VAN SICLEN AVE CONSOLIDATED LOCATION",1,7,5,4,2,"2C","1-250","0.35","1.06","1.09","0.73","0.5","BROOKLYN",11207,40.66011,-73.885387,5,42,1104,3097675,3043490050,"East New York","3C","251-500",3097675,3043490050,19
"628","19K171","I.S. 171 ABRAHAM LINCOLN",2014,763,279,"58.8","31.1","8.1","2","10.1","I.S. 171 Abraham Lincoln",780,1,"I.S. 171 Abraham Lincoln",0,2,3,1,1,"5C","751-1000","0.52","1.71","2.49","1.16","0.75","BROOKLYN",11208,40.68618,-73.869625,5,37,1184,3092456,3041340020,"Cypress Hills-City Line",NA,NA,NA,NA,7
"629","19K174","P.S. 174 DUMONT",2014,203,270,"72.4","24.1","3.4","0","3.4","P.S. 174 Dumont",222,3,"P.S. 174 Dumont |  Brooklyn Gardens Elementary School |  School of the Future Brooklyn |  574 DUMONT AVENUE CONSOLIDATED LOCATION",0,1,1,1,0,"2C","1-250","0.35","1.06","1.09","0.73","0.5","BROOKLYN",11207,40.665798,-73.897723,5,42,1130,3084617,3038020015,"East New York (Pennsylvania Ave)","3C","251-500",3084617,3038020015,3
"630","19K190","P.S. 190 SHEFFIELD",2014,96,289,"41.7","45.8","9.4","3.1","12.5","P.S. 190 Sheffield",201,2,"P.S. 190 Sheffield |  Essence School |  590 SHEFFIELD AVENUE CONSOLIDATED LOCATION",1,1,1,2,0,"2C","1-250","0.35","1.06","1.09","0.73","0.5","BROOKLYN",11207,40.662326,-73.894441,5,42,1128,3085491,3038380018,"East New York (Pennsylvania Ave)","3C","251-500",3085491,3038380018,5
"631","19K202","P.S. 202 ERNEST S. JENKYNS",2014,366,277,"60.9","27.3","9.3","2.5","11.7","P.S. 202 Ernest S. Jenkyns",683,2,"P.S. 202 Ernest S. Jenkyns|Achievement First Aspire Charter School|982 HEGEMAN AVENUE CONSOLIDATED LOCATION",1,2,13,2,1,"4C","501-750","0.33","1.32","1.76","0.83","0.59","BROOKLYN",11208,40.666417,-73.876563,5,42,1116,3098664,3044770001,"East New York","4C","501-750",3098664,3044770001,19
"632","19K213","P.S. 213 NEW LOTS",2014,197,275,"60.4","32.5","6.1","1","7.1","P.S. 213 New Lots",440,1,"P.S. 213 New Lots",0,2,4,2,0,"3C","251-500","0.35","1.06","1.09","0.73","0.5","BROOKLYN",11207,40.66051,-73.890288,5,42,1104,3097334,3043240001,"East New York",NA,NA,NA,NA,8
"633","19K214","P.S. 214 MICHAEL FRIEDSAM",2014,452,302,"31.9","33.8","21.5","12.8","34.3","P.S. 214 Michael Friedsam",991,1,"P.S. 214 Michael Friedsam",0,0,0,0,0,"5C","751-1000","0.52","1.71","2.49","1.16","0.75","BROOKLYN",11208,40.676513,-73.863151,5,37,1202,3095254,3042430001,"Cypress Hills-City Line",NA,NA,NA,NA,0
"634","19K218","J.H.S. 218 JAMES P. SINNOTT",2014,472,276,"59.3","30.5","8.3","1.9","10.2","J.H.S. 218 James P. Sinnott",488,3,"J.H.S. 218 James P. Sinnott|The School for Classics: An Academy of Thinkers, W|Invictus Preparatory Charter School|370 FOUNTAIN AVENUE CONSOLIDATED LOCATION",1,3,17,3,1,"3C","251-500","0.52","1.71","2.49","1.16","0.75","BROOKLYN",11208,40.670724,-73.874208,5,42,1118,3095977,3042780001,"East New York","5C","751-1000",3095977,3042780001,25
"635","19K224","P.S. 224 HALE A. WOODRUFF",2014,275,285,"46.9","33.8","13.5","5.8","19.3","P.S. 224 Hale A. Woodruff",595,1,"P.S. 224 Hale A. Woodruff",0,4,6,1,2,"4C","501-750","0.33","1.32","1.76","0.83","0.59","BROOKLYN",11208,40.664075,-73.866092,5,42,1220,3098980,3045300001,"East New York",NA,NA,NA,NA,13
"636","19K273","P.S. 273 WORTMAN",2014,180,287,"46.1","36.7","11.7","5.6","17.2","P.S. 273 Wortman",340,1,"P.S. 273 Wortman",0,0,0,0,0,"3C","251-500","0.35","1.06","1.09","0.73","0.5","BROOKLYN",11207,40.657922,-73.879354,5,42,1078,3097973,3044010001,"East New York",NA,NA,NA,NA,0
"637","19K290","P.S. 290 JUAN MOREL CAMPOS",2014,242,307,"26.4","34.7","26.4","12.4","38.8","P.S. 290 Juan Morel Campos",574,1,"P.S. 290 Juan Morel Campos",0,0,1,0,0,"4C","501-750","0.33","1.32","1.76","0.83","0.59","BROOKLYN",11207,40.67789,-73.889758,5,37,1198,3087821,3039490018,"East New York",NA,NA,NA,NA,1
"638","19K292","J.H.S. 292 MARGARET S. DOUGLAS",2014,632,288,"48.6","33.1","11.1","7.3","18.4","J.H.S. 292 Margaret S. Douglas",727,2,"J.H.S. 292 Margaret S. Douglas | The Uft Charter School | 301 VERMONT STREET|300 WYONA STREET|CONSOLIDATED LOCATION",3,4,12,3,4,"4C","501-750","0.33","1.32","1.76","0.83","0.59","BROOKLYN",11207,40.671987,-73.893896,5,42,1144,3083931,3037400001,"East New York (Pennsylvania Ave)","4C","501-750",NA,NA,26
"639","19K302","J.H.S. 302 RAFAEL CORDERO",2014,540,276,"68.5","23.3","6.7","1.5","8.1","J.H.S. 302 Rafael Cordero",546,4,"J.H.S. 302 Rafael Cordero |  Vista Academy |  Liberty Avenue Middle School | ACHIEVEMENT FIRST APOLLO CHARTER SCHOOL| 350 LINWOOD STREET CONSOLIDATED LOCATION",1,6,19,5,2,"4C","501-750","0.52","1.71","2.49","1.16","0.75","BROOKLYN",11208,40.677104,-73.883433,5,37,1170,3088357,3039690001,"East New York","5C","751-1000",3088357,3039690001,33
"640","19K306","P.S. 306 ETHAN ALLEN",2014,371,277,"61.5","30.7","7.3","0.5","7.8","P.S. 306 Ethan Allen",672,1,"P.S. 306 Ethan Allen",1,1,6,1,1,"4C","501-750","0.33","1.32","1.76","0.83","0.59","BROOKLYN",11207,40.655997,-73.886547,5,42,1104,3097873,3043920001,"East New York",NA,NA,NA,NA,10
"641","19K311","ESSENCE SCHOOL",2014,136,272,"69.1","25.7","5.1","0","5.1","Essence School",149,2,"P.S. 190 Sheffield |  Essence School |  590 SHEFFIELD AVENUE CONSOLIDATED LOCATION",1,1,1,2,0,"2C","1-250","0.35","1.06","1.09","0.73","0.5","BROOKLYN",11207,40.662326,-73.894441,5,42,1128,3085491,3038380018,"East New York (Pennsylvania Ave)","3C","251-500",3085491,3038380018,5
"642","19K325","THE FRESH CREEK SCHOOL",2014,61,278,"62.3","24.6","9.8","3.3","13.1","The Fresh Creek School",198,2,"P.S. 260 Breuckelen |  The Fresh Creek School |  875 WILLIAMS AVENUE CONSOLIDATED LOCATION",0,0,0,0,0,"2C","1-250","0.43","1.03","1.23","0.99","0.41","BROOKLYN",11207,40.654031,-73.894854,18,42,982,3229155,3081580035,"Canarsie","2C","1-250",3229155,3081580035,0
"643","19K328","P.S. 328 PHYLLIS WHEATLEY",2014,187,270,"69","26.7","2.7","1.6","4.3","P.S. 328 Phyllis Wheatley",385,2,"P.S. 328 Phyllis Wheatley|Hyde Leadership Charter School- Brooklyn|330 ALABAMA AVENUE CONSOLIDATED LOCATION",0,0,0,0,0,"3C","251-500","0.35","1.06","1.09","0.73","0.5","BROOKLYN",11207,40.668167,-73.897835,5,42,1134,3084283,3037680001,"East New York (Pennsylvania Ave)","3C","251-500",3084283,3037680001,0
"644","19K345","P.S. 345 PATROLMAN ROBERT BOLDEN",2014,308,286,"43.5","39.6","13.6","3.2","16.9","P.S. 345 Patrolman Robert Bolden",689,1,"P.S. 345 Patrolman Robert Bolden",0,0,0,0,0,"4C","501-750","0.33","1.32","1.76","0.83","0.59","BROOKLYN",11208,40.676129,-73.880337,5,37,1192,3088734,3039900001,"East New York",NA,NA,NA,NA,0
"645","19K346","P.S. 346 ABE STARK",2014,303,302,"28.1","38.9","19.8","13.2","33","P.S. 346 Abe Stark",672,2,"P.S. 346 Abe Stark |  Frederick Douglass Academy VIII Middle School |  1400 PENNSYLVANIA AVENUE CONSOLIDATED LOCATION",0,2,5,0,1,"4C","501-750","0.52","1.71","2.49","1.16","0.75","BROOKLYN",11239,40.64726,-73.881114,5,42,105804,3098294,3044520025,"Starrett City","5C","751-1000",3098294,3044520025,8
"646","19K364","I.S. 364 GATEWAY",2014,292,283,"55.1","29.8","13.7","1.4","15.1","I.S. 364 Gateway",369,1,"I.S. 364 Gateway",0,0,0,0,0,"3C","251-500","0.35","1.06","1.09","0.73","0.5","BROOKLYN",11239,40.645806,-73.881671,5,42,105804,3098295,3044520040,"Starrett City",NA,NA,NA,NA,0
"647","19K404","ACADEMY FOR YOUNG WRITERS",2014,70,266,"67.1","27.1","5.7","0","5.7","Academy for Young Writers",492,2,"Academy for Young Writers |  Spring Creek Community School |  1065 ELTON STREET CONSOLIDATED LOCATION",1,3,1,2,2,"3C","251-500","0.33","1.32","1.76","0.83","0.59","BROOKLYN",11208,40.657459,-73.874756,5,42,1070,3413878,3044490001,"East New York","4C","501-750",3413878,3044490001,9
"648","19K409","EAST NEW YORK FAMILY ACADEMY",2014,181,308,"22.1","42.5","28.7","6.6","35.4","East New York Family Academy",468,1,"East New York Family Academy",0,0,1,0,0,"3C","251-500","0.35","1.06","1.09","0.73","0.5","BROOKLYN",11207,40.661072,-73.886942,5,42,1104,3097444,3043280015,"East New York",NA,NA,NA,NA,1
"649","19K422","SPRING CREEK COMMUNITY SCHOOL",2014,158,280,"58.9","32.3","8.9","0","8.9","Spring Creek Community School",169,2,"Academy for Young Writers |  Spring Creek Community School |  1065 ELTON STREET CONSOLIDATED LOCATION",1,3,1,2,2,"2C","1-250","0.33","1.32","1.76","0.83","0.59","BROOKLYN",11208,40.657459,-73.874756,5,42,1070,3413878,3044490001,"East New York","4C","501-750",3413878,3044490001,9
"650","19K452","FREDERICK DOUGLASS ACADEMY VIII MIDDLE SCHOOL",2014,229,308,"21.8","44.1","21.4","12.7","34.1","Frederick Douglass Academy VIII Middle School",294,2,"P.S. 346 Abe Stark |  Frederick Douglass Academy VIII Middle School |  1400 PENNSYLVANIA AVENUE CONSOLIDATED LOCATION",0,2,5,0,1,"3C","251-500","0.52","1.71","2.49","1.16","0.75","BROOKLYN",11239,40.64726,-73.881114,5,42,105804,3098294,3044520025,"Starrett City","5C","751-1000",3098294,3044520025,8
"651","19K654","VAN SICLEN COMMUNITY MIDDLE SCHOOL",2014,112,264,"74.1","19.6","6.3","0","6.3","Van Siclen Community Middle School",118,2,"J.H.S. 166 George Gershwin |  Van Siclen Community Middle School |  800 VAN SICLEN AVE CONSOLIDATED LOCATION",1,7,5,4,2,"2C","1-250","0.35","1.06","1.09","0.73","0.5","BROOKLYN",11207,40.66011,-73.885387,5,42,1104,3097675,3043490050,"East New York","3C","251-500",3097675,3043490050,19
"652","19K661","VISTA ACADEMY",2014,111,290,"37.8","37.8","18.9","5.4","24.3","Vista Academy",114,4,"J.H.S. 302 Rafael Cordero |  Vista Academy |  Liberty Avenue Middle School | ACHIEVEMENT FIRST APOLLO CHARTER SCHOOL| 350 LINWOOD STREET CONSOLIDATED LOCATION",1,6,19,5,2,"2C","1-250","0.52","1.71","2.49","1.16","0.75","BROOKLYN",11208,40.677104,-73.883433,5,37,1170,3088357,3039690001,"East New York","5C","751-1000",3088357,3039690001,33
"653","19K662","LIBERTY AVENUE MIDDLE SCHOOL",2014,142,289,"40.1","42.3","14.1","3.5","17.6","Liberty Avenue Middle School",140,4,"J.H.S. 302 Rafael Cordero |  Vista Academy |  Liberty Avenue Middle School | ACHIEVEMENT FIRST APOLLO CHARTER SCHOOL| 350 LINWOOD STREET CONSOLIDATED LOCATION",1,6,19,5,2,"2C","1-250","0.52","1.71","2.49","1.16","0.75","BROOKLYN",11208,40.677104,-73.883433,5,37,1170,3088357,3039690001,"East New York","5C","751-1000",3088357,3039690001,33
"654","19K663","SCHOOL OF THE FUTURE BROOKLYN",2014,68,274,"54.4","29.4","13.2","2.9","16.2","School of the Future Brooklyn",76,3,"P.S. 174 Dumont |  Brooklyn Gardens Elementary School |  School of the Future Brooklyn |  574 DUMONT AVENUE CONSOLIDATED LOCATION",0,1,1,1,0,"2C","1-250","0.35","1.06","1.09","0.73","0.5","BROOKLYN",11207,40.665798,-73.897723,5,42,1130,3084617,3038020015,"East New York (Pennsylvania Ave)","3C","251-500",3084617,3038020015,3
"655","19K677","EAST NEW YORK ELEMENTARY SCHOOL OF EXCELLENCE",2014,225,285,"53.3","28.9","12","5.8","17.8","East New York Elementary School of Excellence",556,2,"East New York Elementary School of Excellence |  East New York Middle School of Excellence |  605 SHEPHERD AVENUE CONSOLIDATED LOCATION",1,2,4,1,2,"4C","501-750","0.52","1.71","2.49","1.16","0.75","BROOKLYN",11208,40.669387,-73.879614,5,42,1164,3090219,3040690001,"East New York","5C","751-1000",3090219,3040690001,10
"656","19K678","EAST NEW YORK MIDDLE SCHOOL OF EXCELLENCE",2014,234,274,"62.4","32.9","4.7","0","4.7","East New York Middle School of Excellence",242,2,"East New York Elementary School of Excellence |  East New York Middle School of Excellence |  605 SHEPHERD AVENUE CONSOLIDATED LOCATION",1,2,4,1,2,"2C","1-250","0.52","1.71","2.49","1.16","0.75","BROOKLYN",11208,40.669387,-73.879614,5,42,1164,3090219,3040690001,"East New York","5C","751-1000",3090219,3040690001,10
"657","20K030","PS/IS 30 MARY WHITE OVINGTON",2014,389,316,"16.5","32.9","33.9","16.7","50.6","PS/IS 30 Mary White Ovington",510,1,"PS/IS 30 Mary White Ovington",0,0,0,0,0,"4C","501-750","0.33","1.32","1.76","0.83","0.59","BROOKLYN",11209,40.63359,-74.023948,10,43,68,3146550,3058910048,"Bay Ridge",NA,NA,NA,NA,0
"658","20K048","P.S. 048 MAPLETON",2014,285,323,"15.8","24.9","27","32.3","59.3","P.S. 048 Mapleton",623,1,"P.S. 048 Mapleton",0,0,0,0,0,"4C","501-750","0.33","1.32","1.76","0.83","0.59","BROOKLYN",11204,40.621871,-73.987396,12,44,244,3132140,3055190001,"Borough Park",NA,NA,NA,NA,0
"659","20K062","J.H.S. 062 DITMAS",2014,1120,295,"39.8","37","15.4","7.9","23.2","J.H.S. 062 Ditmas",1297,1,"J.H.S. 062 Ditmas",0,2,0,1,1,"7C","1251-1500","0.86","3.26","5.55","2.17","1.29","BROOKLYN",11218,40.638686,-73.971651,12,40,490,3126842,3053910001,"Kensington-Ocean Parkway",NA,NA,NA,NA,4
"660","20K069","P.S. 69 VINCENT D. GRIPPO SCHOOL",2014,448,325,"10.3","24.6","35.7","29.5","65.2","P.S. 69 Vincent D. Grippo School",867,1,"P.S. 69 Vincent D. Grippo School",0,0,0,0,0,"5C","751-1000","0.52","1.71","2.49","1.16","0.75","BROOKLYN",11220,40.632379,-74.009223,10,38,120,3387646,3057350032,"Sunset Park East",NA,NA,NA,NA,0
"661","20K102","P.S. 102 THE BAYVIEW",2014,633,322,"16.4","24.2","26.2","33.2","59.4","P.S. 102 The Bayview",1352,1,"P.S. 102 The Bayview",0,1,1,1,0,"7C","1251-1500","0.86","3.26","5.55","2.17","1.29","BROOKLYN",11209,40.63402,-74.029036,10,43,68,3146491,3058900001,"Bay Ridge",NA,NA,NA,NA,3
"662","20K104","P.S./I.S. 104 THE FORT HAMILTON SCHOOL",2014,838,320,"12.3","35","29.8","22.9","52.7","P.S./I.S. 104 The Fort Hamilton School",1181,1,"P.S./I.S. 104 The Fort Hamilton School",0,1,2,1,0,"6C","1001-1250","0.56","2.4","3.56","1.36","1.05","BROOKLYN",11209,40.618415,-74.028842,10,43,160,3154775,3060880001,"Bay Ridge",NA,NA,NA,NA,4
"663","20K105","P.S. 105 THE BLYTHEBOURNE",2014,903,330,"6.5","23.3","33.6","36.7","70.2","P.S. 105 The Blythebourne",1770,1,"P.S. 105 The Blythebourne",0,1,0,1,0,"9C","1751-2000","0.81","5.43","8.48","3.24","2.33","BROOKLYN",11219,40.632936,-74.00374,12,38,214,3140612,3057020001,"Borough Park",NA,NA,NA,NA,2
"664","20K112","P.S. 112 LEFFERTS PARK",2014,252,318,"16.3","29.8","29","25","54","P.S. 112 Lefferts Park",530,1,"P.S. 112 Lefferts Park",0,0,1,0,0,"4C","501-750","0.33","1.32","1.76","0.83","0.59","BROOKLYN",11228,40.61978,-74.000792,11,43,190,3157760,3061800001,"Bensonhurst West",NA,NA,NA,NA,1
"665","20K127","P.S. 127 MCKINLEY PARK",2014,258,319,"15.9","27.5","31","25.6","56.6","P.S. 127 Mckinley Park",518,1,"P.S. 127 Mckinley Park",0,0,0,0,0,"4C","501-750","0.33","1.32","1.76","0.83","0.59","BROOKLYN",11228,40.624132,-74.018826,10,43,206,3150481,3059730001,"Dyker Heights",NA,NA,NA,NA,0
"666","20K160","P.S. 160 WILLIAM T. SAMPSON",2014,530,322,"14.2","25.1","30","30.8","60.8","P.S. 160 William T. Sampson",1254,1,"P.S. 160 William T. Sampson",0,0,0,0,0,"7C","1251-1500","0.86","3.26","5.55","2.17","1.29","BROOKLYN",11219,40.637322,-73.999215,12,44,220,3138276,3056530021,"Borough Park",NA,NA,NA,NA,0
"667","20K163","P.S. 163 BATH BEACH",2014,443,321,"13.5","31.6","28.4","26.4","54.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"668","20K164","P.S. 164 CAESAR RODNEY",2014,222,311,"18.5","32.9","32","16.7","48.6","P.S. 164 Caesar Rodney",543,1,"P.S. 164 Caesar Rodney",0,0,0,0,0,"4C","501-750","0.33","1.32","1.76","0.83","0.59","BROOKLYN",11219,40.637486,-73.985955,12,44,232,3135976,3056000001,"Borough Park",NA,NA,NA,NA,0
"669","20K170","RALPH A. FABRIZIO SCHOOL",2014,457,317,"16.4","28","30.4","25.2","55.6","Ralph A. Fabrizio School",936,1,"Ralph A. Fabrizio School",0,0,0,0,0,"5C","751-1000","0.52","1.71","2.49","1.16","0.75","BROOKLYN",11209,40.630843,-74.01913,10,43,134,3146921,3058990001,"Bay Ridge",NA,NA,NA,NA,0
"670","20K176","P.S. 176 OVINGTON",2014,683,331,"11.1","18.4","30.9","39.5","70.4","P.S. 176 Ovington",1414,1,"P.S. 176 Ovington",0,3,0,3,0,"7C","1251-1500","0.86","3.26","5.55","2.17","1.29","BROOKLYN",11219,40.624611,-74.005378,10,43,196,3143190,3057740001,"Dyker Heights",NA,NA,NA,NA,6
"671","20K179","P.S. 179 KENSINGTON",2014,416,293,"40.6","34.4","17.8","7.2","25","P.S. 179 Kensington",993,1,"P.S. 179 Kensington",0,1,1,1,0,"5C","751-1000","0.52","1.71","2.49","1.16","0.75","BROOKLYN",11218,40.640463,-73.977642,12,39,488,3126001,3053710001,"Kensington-Ocean Parkway",NA,NA,NA,NA,3
"672","20K180","THE SEEALL ACADEMY",2014,738,318,"16.5","29.9","31.6","22","53.5","The SEEALL Academy",1153,2,"The SEEALL Academy |  P.S. K231 |  5601 16 AVENUE CONSOLIDATED LOCATION",1,4,0,3,1,"6C","1001-1250","0.81","3.95","6.51","2.3","1.78","BROOKLYN",11204,40.627029,-73.989672,12,44,470,3130809,3054920001,"Borough Park","8C","1501-1750",3130809,3054920001,9
"673","20K185","P.S. 185 WALTER KASSENBROCK",2014,380,323,"11.6","26.8","33.7","27.9","61.6","P.S. 185 Walter Kassenbrock",723,1,"P.S. 185 Walter Kassenbrock",0,0,0,0,0,"4C","501-750","0.33","1.32","1.76","0.83","0.59","BROOKLYN",11209,40.623986,-74.033779,10,43,60,3153416,3060430001,"Bay Ridge",NA,NA,NA,NA,0
"674","20K186","P.S. 186 DR. IRVING A GLADSTONE",2014,459,323,"13.1","26.6","28.1","32.2","60.3","P.S. 186 Dr. Irving A Gladstone",958,1,"P.S. 186 Dr. Irving A Gladstone",1,2,1,2,0,"5C","751-1000","0.52","1.71","2.49","1.16","0.75","BROOKLYN",11214,40.611483,-73.994677,11,47,274,3160923,3062390001,"Bensonhurst West",NA,NA,NA,NA,6
"675","20K187","THE CHRISTA MCAULIFFE SCHOOL\I.S. 187",2014,763,368,"1","0.8","8.1","90","98.2","The Christa McAuliffe School\I.S. 187",970,1,"The Christa McAuliffe School\I.S. 187",0,0,1,0,0,"5C","751-1000","0.52","1.71","2.49","1.16","0.75","BROOKLYN",11219,40.627784,-74.004485,10,38,212,3142008,3057450029,"Dyker Heights",NA,NA,NA,NA,1
